date,campaign_id,creative_id,impressions,clicks,conversions,spend,revenue,currency
2026-07-25,C011,CR029,1385,5,0,42.82,0.00,USD
2026-07-26,C001,CR001,699,74,6,129.59,1048.59,USD
2026-07-26,C001,CR002,382,45,3,89.70,533.79,USD
2026-07-26,C002,CR003,1836,88,4,236.45,647.06,USD
2026-07-26,C002,CR004,1711,84,4,221.85,585.50,USD
2026-07-26,C002,CR005,1569,79,3,192.90,469.20,USD
2026-07-26,C002,CR006,808,44,2,117.10,293.75,USD
2026-07-26,C003,CR007,15470,984,16,22590.30,27065.64,INR
2026-07-26,C003,CR008,12678,805,10,17467.98,16731.56,INR
2026-07-26,C004,CR009,30621,405,8,441.79,1339.29,USD
2026-07-26,C004,CR010,26345,365,10,396.92,1693.24,USD
2026-07-26,C004,CR011,22546,257,6,282.00,1064.23,USD
2026-07-26,C004,CR012,14839,200,4,234.05,619.49,USD
2026-07-26,C005,CR013,21601,392,20,350.58,1600.97,USD
2026-07-26,C005,CR014,12140,206,16,181.48,1241.93,USD
2026-07-26,C006,CR015,425440,3862,22,34302.73,30512.87,INR
2026-07-26,C006,CR016,303421,3038,15,27216.17,19839.43,INR
2026-07-26,C006,CR017,248972,2324,14,20959.70,17962.36,INR
2026-07-26,C007,CR018,10824,169,4,224.90,740.45,USD
2026-07-26,C007,CR019,6389,109,3,136.42,525.34,USD
2026-07-26,C007,CR020,6460,94,3,111.88,572.78,USD
2026-07-26,C008,CR021,3924715,17093,5,66197.95,7340.57,INR
2026-07-26,C008,CR022,2960839,11843,5,42751.06,7330.41,INR
2026-07-26,C009,CR023,79690,777,4,396.46,499.32,USD
2026-07-26,C009,CR024,66246,643,4,332.67,465.06,USD
2026-07-26,C010,CR025,1382,7,0,86.30,0.00,USD
2026-07-26,C010,CR026,1337,7,0,81.95,0.00,USD
2026-07-26,C010,CR027,975,5,0,63.53,0.00,USD
2026-07-26, C011 ,CR028,1718,6,0,51.77,0.00,USD
2026-07-26,C011,CR029,1362,5,0,40.05,0.00,USD
2026-07-26,C013,CR040,19000,247,6,284.05,990.00,USD
2026-07-27,C001,CR001,690,78,6,152.55,1023.74,USD
2026-07-27,C001,CR002,477,53,5,101.32,878.67,USD
2026-07-27,C002,CR003,2122,112,5,305.44,795.65,USD
2026-07-27,C002,CR004,1944,94,3,236.78,481.65,USD
2026-07-27,C002,CR005,1580,86,4,215.16,588.98,USD
2026-07-27,C002,CR006,1022,49,1,134.60,162.59,USD
2026-07-27,C003,CR007,19121,1154,17,24482.27,28015.48,INR
2026-07-27,C003,CR008,14588,843,15,19276.48,24831.91,INR
2026-07-27,C004,CR009,24398,330,6,358.84,1046.18,USD
2026-07-27,C004,CR010,28802,339,8,362.17,1266.72,USD
2026-07-27,C004,CR011,16832,228,6,265.68,923.21,USD
2026-07-27,C004,CR012,13359,173,4,202.07,711.99,USD
2026-07-27,C005,CR013,17204,322,20,287.68,1456.50,USD
2026-07-27,C005,CR014,10871,182,13,153.03,981.47,USD
2026-07-27,C006,CR015,268408,2767,14,26288.32,18055.69,INR
2026-07-27,C006,CR016,283839,2626,14,22382.37,19129.44,INR
2026-07-27,C006,CR017,244170,2565,15,22096.83,19509.20,INR
2026-07-27,C007,CR018,8314,138,4,173.41,766.91,USD
2026-07-27,C007,CR019,5930,91,3,115.69,560.18,USD
2026-07-27,C007,CR020,4937,77,2,100.34,358.91,USD
2026-07-27,C008,CR021,4228121,16962,8,63514.30,11558.58,INR
2026-07-27,C008,CR022,2140838,9972,4,36639.11,5432.66,INR
2026-07-27,C009,CR023,75488,637,4,334.61,478.22,USD
2026-07-27,C009,CR024,54714,449,3,258.20,358.68,USD
2026-07-27,C010,CR025,5579,30,2,396.25,1091.80,USD
2026-07-27,C010,CR026,4740,24,1,295.78,556.11,USD
2026-07-27,C010,CR027,3839,21,1,267.66,532.51,USD
2026-07-27,C011,CR028,7318,26,0,253.00,0.00,USD
2026-07-27,C011,CR029,4887,19,0,165.19,0.00,USD
2026-07-28,C001,CR001,849,90,9,157.60,,USD
2026-07-28,C001,CR002,460,49,5,99.13,833.46,USD
2026-07-28,C002,CR003,2115,112,5,311.82,775.67,USD
2026-07-28,C002,CR004,1687,82,3,227.24,463.34,USD
2026-07-28,C002,CR005,1658,86,4,234.34,593.17,USD
2026-07-28,C002,CR006,985,50,2,131.58,295.91,USD
2026-07-28,C003,CR007,14678,972,16,21719.71,25953.40,USD
2026-07-28,C003,CR008,13037,832,10,19662.53,17209.42,INR
2026-07-28,C004,CR009,23917,323,9,348.09,1593.75,USD
2026-07-28,C004,CR010,24935,310,8,344.61,1326.11,USD
2026-07-28,C004,CR011,27739,325,8,333.55,1296.70,USD
2026-07-28,C004,CR012,17151,217,5,244.49,868.86,USD
2026-07-28,C005,CR013,18605,334,26,301.82,1889.68,USD
2026-07-28,C005,CR014,12458,211,17,181.52,1268.48,USD
2026-07-28,C006,CR015,339220,3124,13,29794.46,18168.74,INR
2026-07-28,C006,CR016,279079,2631,11,23171.91,15300.75,INR
2026-07-28,C006,CR017,240711,2466,10,21126.74,13718.36,INR
2026-07-28,C007,CR018,8760,128,5,157.81,911.59,USD
2026-07-28,C007,CR019,6706,105,3,127.76,535.09,USD
2026-07-28,C007,CR020,4710,68,3,86.59,573.90,USD
2026-07-28,C008,CR021,4385610,18735,8,65183.94,11562.96,INR
2026-07-28,C008,CR022,2791616,12113,5,42319.83,6754.07,INR
2026-07-28,C009,CR023,77453,663,5,375.90,588.57,USD
2026-07-28,C009,CR024,51415,472,3,249.76,373.16,USD
2026-07-28,C010,CR025,6833,35,2,453.42,960.01,USD
2026-07-28,C010,CR026,5581,29,3,342.44,1443.56,USD
2026-07-28,C010,CR027,3868,22,1,272.83,534.23,USD
2026-07-28,C011,CR028,6558,25,0,206.70,0.00,USD
2026-07-28,C011,CR029,6249,20,0,172.74,0.00,USD
2026-07-29,C001,CR001,781,91,7,162.99,1138.47,USD
2026-07-29,C001,CR002,443,50,4,92.43,712.75,USD
2026-07-29,C002,CR003,2509,121,4,298.92,605.70,USD
2026-07-29,C002,CR004,2186,111,4,267.15,594.60,USD
2026-07-29,C002,CR005,1444,80,3,209.96,490.95,USD
2026-07-29,C002,CR006,1149,61,2,164.07,308.29,USD
2026-07-29,C003,CR007,16983,978,18,22809.97,29650.31,INR
2026-07-29,C003,CR008,14716,961,17,20087.64,29152.10,INR
2026-07-29,C004,CR009,30134,349,7,369.63,1200.38,USD
2026-07-29,C004,CR010,28490,336,7,380.41,1208.53,USD
2026-07-29,C004,CR011,25375,296,6,327.82,928.29,USD
2026-07-29,C004,CR012,14223,172,5,200.97,813.28,USD
2026-07-29,C005,CR013,18096,345,24,295.04,1944.34,USD
2026-07-29,C005,CR014,10080,193,15,170.09,1171.88,USD
2026-07-29,C006,CR015,358195,3291,18,30651.99,23332.01,INR
2026-07-29,C006,CR016,287851,2525,12,22415.76,17184.81,INR
2026-07-29,C006,CR017,267365,2417,14,21147.01,18486.82,INR
2026-07-29,C007,CR018,9197,146,4,172.53,714.84,USD
2026-07-29,C007,CR019,5997,103,3,126.80,549.74,USD
2026-07-29,C007,CR020,5192,74,2,88.99,338.43,USD
2026-07-29,C008,CR021,3775071,16908,8,60231.16,10626.07,INR
2026-07-29,C008,CR022,2872688,11855,5,42081.02,7548.31,INR
2026-07-29,C009,CR023,72470,671,5,352.47,589.39,USD
2026-07-29,C009,CR024,51747,505,2,287.52,233.06,USD
2026-07-29,C010,CR025,6826,37,3,442.96,1576.16,USD
2026-07-29,C010,CR026,4897,26,2,335.84,1077.60,USD
2026-07-29,C010,CR027,3388,20,1,234.46,491.77,USD
2026-07-29,C011,CR028,7856,25,0,235.30,0.00,USD
2026-07-29,C011,CR029,5750,19,0,183.99,0.00,USD
2026-07-30,C001,CR001,712,79,7,136.02,1186.35,USD
2026-07-30,C001,CR002,412,48,5,93.65,809.76,USD
2026-07-30,C002,CR003,2398,122,5,326.37,782.86,USD
2026-07-30,C002,CR004,1877,91,5,221.51,779.88,USD
2026-07-30,C002,CR005,1674,89,4,238.43,581.96,USD
2026-07-30,C002,CR006,959,48,3,132.17,464.68,USD
2026-07-30,C003,CR007,20059,1138,15,25069.50,25238.78,INR
2026-07-30,C003,CR008,15278,894,16,19382.15,27298.17,INR
2026-07-30,C004,CR009,25591,343,9,395.03,1371.40,USD
2026-07-30,C004,CR010,22912,302,7,346.95,1172.88,USD
2026-07-30,C004,CR011,22637,282,6,290.71,1008.32,USD
2026-07-30,C004,CR012,15746,214,3,231.04,531.23,USD
2026-07-30,C005,CR013,19292,346,21,326.01,1594.36,USD
2026-07-30,C005,CR014,11889,216,17,186.90,1419.37,USD
2026-07-30,C006,CR015,343740,3036,18,29031.07,22551.13,INR
2026-07-30,C006,CR016,276123,2494,14,24348.16,19069.50,USD
2026-07-30,C006,CR017,243025,2220,11,19523.83,14405.99,INR
2026-07-30,C007,CR018,7127,116,4,146.05,713.44,USD
2026-07-30,C007,CR019,4976,83,4,107.45,688.48,USD
2026-07-30,C007,CR020,3735,59,1,73.06,191.55,USD
2026-07-30,C008,CR021,4270797,17042,7,57080.72,10343.01,INR
2026-07-30,C008,CR022,2377153,9857,4,36901.86,6034.78,INR
2026-07-30,C009,CR023,73631,675,5,374.06,575.12,USD
2026-07-30,C009,CR024,57256,488,4,289.06,443.92,USD
2026-07-30,C010,CR025,6394,34,3,403.19,1566.94,USD
2026-07-30,C010,CR026,4064,23,1,287.46,482.15,USD
2026-07-30,C010,CR027,3499,18,1,217.95,538.86,USD
2026-07-30,C011,CR028,6327,24,0,203.13,0.00,USD
2026-07-30,C011,CR029,5139,18,0,169.09,0.00,USD
2026-07-30,C013,CR040,18154,236,10,271.40,1650.00,USD
2026-07-31,C001,CR001,690,79,7,152.80,1173.69,USD
2026-07-31,C001,CR002,409,47,5,85.09,858.32,USD
2026-07-31,C002,CR003,2438,124,5,300.98,819.42,USD
2026-07-31,C002,CR004,1658,87,3,234.77,446.77,USD
2026-07-31,C002,CR005,1374,76,3,197.08,472.53,USD
2026-07-31,C002,CR006,972,52,2,140.48,308.92,USD
2026-07-31,C003,CR007,15412,952,13,21048.99,19702.32,INR
2026-07-31,C003,CR008,14035,822,12,16869.17,18940.88,INR
2026-07-31,C004,CR009,34651,406,10,414.95,1603.00,USD
2026-07-31,C004,CR010,30358,395,9,405.61,1529.76,USD
2026-07-31,C004,CR011,23826,299,8,322.13,1216.03,USD
2026-07-31,C004,CR012,17998,225,4,229.97,615.23,USD
2026-07-31,C005,CR013,16005,311,20,301.57,1492.90,USD
2026-07-31,C005,CR014,10453,176,11,156.41,841.00,USD
2026-07-31,C006,CR015,389445,3499,21,33222.47,29745.14,INR
2026-07-31,C006,CR016,316925,3343,14,28631.66,19440.54,INR
2026-07-31,C006,CR017,258221,2503,12,23723.89,16584.06,INR
2026-07-31,C007,CR018,8150,129,4,164.70,731.45,USD
2026-07-31,C007,CR019,5021,80,3,107.30,547.55,USD
2026-07-31,C007,CR020,3974,59,2,75.52,345.37,USD
2026-07-31,C008,CR021,4130750,16142,7,57268.48,9466.77,INR
2026-07-31,C008,CR022,2419480,11282,6,41954.84,8788.91,INR
2026-07-31,C009,CR023,70970,658,4,372.39,437.04,USD
2026-07-31,C009,CR024,64158,582,4,338.49,439.82,USD
2026-07-31,C010,CR025,5092,26,2,352.98,973.46,
2026-07-31,C010,CR026,3297,20,1,275.16,480.82,USD
2026-07-31,C010,CR027,2756,15,1,175.68,494.17,USD
2026-07-31,C011,CR028,5454,20,0,174.60,0.00,USD
2026-07-31,C011,CR029,4013,15,0,134.17,0.00,USD
2026-08-01,C001,CR001,547,63,6,119.78,967.25,USD
2026-08-01,C001,CR002,365,39,3,74.91,531.66,USD
2026-08-01,C002,CR003,2208,109,5,277.11,741.63,USD
2026-08-01,C002,CR004,1514,80,4,219.73,652.88,USD
2026-08-01,C002,CR005,1503,81,4,202.27,636.08,USD
2026-08-01,C002,CR006,1075,58,2,142.35,286.72,USD
2026-08-01,C003,CR007,18530,1133,20,23332.01,34342.05,INR
2026-08-01,C003,CR008,14567,866,15,18966.89,22448.24,INR
2026-08-01,C004,CR009,23963,322,8,372.22,1233.63,USD
2026-08-01,C004,CR010,30274,365,8,412.94,1301.91,USD
2026-08-01,C004,CR011,25895,329,8,350.89,1228.96,USD
2026-08-01,C004,CR012,19334,246,4,266.58,668.36,USD
2026-08-01,C005,CR013,24244,404,27,354.20,2022.83,USD
2026-08-01,C005,CR014,10907,184,14,170.48,1146.32,USD
2026-08-01,C006,CR015,306564,3166,19,30173.59,24967.10,INR
2026-08-01,C006,CR016,326651,2892,12,25183.11,15311.38,INR
2026-08-01,C006,CR017,229371,2037,10,19591.37,13044.52,INR
2026-08-01,C007,CR018,7879,130,3,154.43,542.08,USD
2026-08-01,C007,CR019,5483,84,3,100.30,518.24,USD
2026-08-01,C007,CR020,3801,60,2,74.11,359.99,USD
2026-08-01,C008,CR021,4383000,17561,6,61098.59,7786.29,INR
2026-08-01,C008,CR022,2244522,10421,5,40336.06,7381.24,INR
2026-08-01,C009,CR023,77957,695,5,375.92,591.08,USD
2026-08-01,C009,CR024,70708,668,4,342.75,450.92,USD
2026-08-01,C010,CR025,1649,9,0,102.92,0.00,USD
2026-08-01,C010,CR026,1210,7,1,89.38,552.97,USD
2026-08-01,C010,CR027,893,5,1,64.20,485.56,USD
2026-08-01,C011,CR028,1751,6,0,55.19,0.00,USD
2026-08-01,C011,CR029,1400,5,0,47.79,0.00,USD
2026-08-02,C001,CR001,578,68,6,137.52,912.93,USD
2026-08-02,C001,CR002,340,42,3,83.29,476.97,USD
2026-08-02,C002,CR003,1785,102,4,248.36,589.26,USD
2026-08-02,C002,CR004,1306,1329,3,181.80,441.54,USD
2026-08-02,C002,CR005,1408,73,4,176.37,590.18,USD
2026-08-02,C002,CR006,913,46,2,127.79,325.17,USD
2026-08-02,C003,CR007,15581,893,14,18581.24,22068.82,INR
2026-08-02,C003,CR008,14136,846,13,0.00,22332.57,INR
2026-08-02,C004,CR009,26218,315,8,355.53,1412.37,USD
2026-08-02,C004,CR010,25078,306,8,346.64,1321.11,USD
2026-08-02,C004,CR011,28664,333,7,340.30,1129.77,USD
2026-08-02,C004,CR012,15993,208,5,223.48,839.09,USD
2026-08-02,C005,CR013,18641,321,18,300.14,1473.12,USD
2026-08-02,C005,CR014,9457,173,10,164.92,789.12,USD
2026-08-02,C006,CR015,374986,3713,15,32670.24,20111.14,INR
2026-08-02,C006,CR016,305279,2825,13,23652.54,16661.07,INR
2026-08-02,C006,CR017,246307,2472,11,21224.50,15669.76,INR
2026-08-02,C007,CR018,7119,107,4,143.28,750.17,USD
2026-08-02,C007,CR019,5889,83,2,105.17,353.13,USD
2026-08-02,C007,CR020,3937,56,2,70.18,371.85,USD
2026-08-02,C008,CR021,3841312,17568,8,58988.80,11306.68,INR
2026-08-02,C008,CR022,2631192,11625,3,40873.02,4309.85,INR
2026-08-02,C009,CR023,90606,768,4,419.88,488.63,USD
2026-08-02,C009,CR024,61434,585,3,302.77,373.79,USD
2026-08-02,C010,CR025,1247,7,1,90.42,542.83,USD
2026-08-02,C010,CR026,1034,6,1,82.51,554.06,USD
2026-08-02,C010,CR027,962,5,0,53.66,0.00,USD
2026-08-02,C011,CR028,1819,6,0,60.77,0.00,USD
2026-08-02,C011,CR029,1511,5,0,43.21,0.00,USD
2026-08-03,C001,CR001,698,82,7,155.35,1123.83,USD
2026-08-03,C001,CR002,435,48,4,89.28,635.60,USD
2026-08-03,C002,CR003,2177,117,4,302.16,625.63,USD
2026-08-03,C002,CR004,1628,85,4,233.56,630.30,usd
2026-08-03,C002,CR005,1528,78,3,210.54,487.55,USD
2026-08-03,C002,CR006,1070,59,3,153.69,484.56,USD
2026-08-03,C003,CR007,17415,1064,14,24090.82,22561.36,INR
2026-08-03,C003,CR008,17172,1017,18,20893.27,28615.59,INR
2026-08-03,C004,CR009,24871,289,5,325.82,845.17,USD
2026-08-03,C004,CR010,24906,336,8,374.81,1304.52,USD
2026-08-03,C004,CR011,21269,270,5,295.87,840.54,USD
2026-08-03,C004,CR012,18829,217,4,244.75,703.67,USD
2026-08-03,C005,CR013,15751,282,16,272.22,1260.52,USD
2026-08-03,C005,CR014,11309,197,14,184.93,1151.33,USD
2026-08-03,C006,CR015,360726,3281,14,27999.95,20194.93,INR
2026-08-03,C006,CR016,333216,2915,18,27156.27,23178.16,INR
2026-08-03,C006,CR017,252969,2416,10,20893.03,13882.16,INR
2026-08-03,C007,CR018,1971,31,1,36.67,155.51,USD
2026-08-03,C007,CR019,1500,25,1,29.94,101.99,USD
2026-08-03,C007,CR020,1205,17,1,21.61,102.21,USD
2026-08-03,C008,CR021,3664189,15781,7,61154.26,10301.39,INR
2026-08-03,C008,CR022,2502258,11294,5,41826.05,6706.41,INR
2026-08-03,C009,CR023,63222,575,3,324.92,328.49,USD
2026-08-03,C009,CR024,55198,510,3,272.03,345.06,USD
2026-08-03,C009,CR024,55198,510,3,272.03,345.06,USD
2026-08-03,C010,CR025,5317,32,3,416.85,1450.29,USD
2026-08-03,C010,CR026,4742,27,1,338.51,558.01,USD
2026-08-03,C010,CR027,3241,17,1,230.98,482.28,USD
2026-08-03,C011,CR028,9063,29,0,244.82,0.00,USD
2026-08-03,C011,CR029,5566,20,0,171.15,0.00,USD
2026-08-04,C001,CR001,754,95,8,164.49,1230.36,USD
2026-08-04,C001,CR002,433,53,4,102.03,707.67,USD
2026-08-04,C002,CR003,2588,125,5,349.89,760.34,USD
2026-08-04,C002,CR004,1733,90,4,244.63,615.99,USD
2026-08-04,C002,CR005,1615,79,3,209.02,476.66,USD
2026-08-04,C002,CR006,1025,55,2,145.37,322.24,USD
2026-08-04,C003,CR007,18350,1122,14,25852.84,22995.28,INR
2026-08-04,C003,CR008,13064,804,10,18016.77,15206.72,INR
2026-08-04,C004,CR009,31741,368,8,406.00,1413.55,USD
2026-08-04,C004,CR010,23989,325,6,377.84,1004.08,USD
2026-08-04,C004,CR011,23080,277,6,300.44,919.09,USD
2026-08-04,C004,CR012,14335,171,4,201.73,637.16,USD
2026-08-04,C005,CR013,21888,370,21,334.30,1690.23,USD
2026-08-04,C005,CR014,9116,175,12,155.35,920.24,USD
2026-08-04,C005,CR999,9444,170,1,156.40,91.00,USD
2026-08-04,C006,CR015,325897,3406,20,31912.98,26618.46,INR
2026-08-04,C006,CR016,300580,2763,13,24590.44,16503.87,INR
2026-08-04,C006,CR017,224074,2112,13,20081.85,17168.86,INR
2026-08-04,C007,CR018,1162,17,1,20.95,117.64,USD
2026-08-04,C007,CR019,715,11,0,13.02,56.00,USD
2026-08-04,C007,CR020,540,9,0,10.02,28.94,USD
2026-08-04,C008,CR021,3465723,15198,8,54757.14,11430.56,INR
2026-08-04,C008,CR022,2701513,11881,4,40476.72,5165.81,INR
2026-08-04,C009,CR023,83364,709,5,365.40,578.67,USD
2026-08-04,C009,CR024,55617,544,3,281.61,377.78,USD
2026-08-04,C010,CR025,6026,32,3,,1453.74,USD
2026-08-04,C010,CR026,4438,25,2,304.32,1042.17,USD
2026-08-04,C010,CR027,3484,20,1,264.39,493.45,USD
2026-08-04,C011,CR028,7723,29,0,257.50,0.00,USD
2026-08-04,C011,CR029,5565,18,0,154.14,0.00,USD
2026-08-05,C001,CR001,642,82,8,160.94,1275.74,USD
2026-08-05,C001,CR001,642,82,8,160.94,1275.74,USD
2026-08-05,C001,CR002,466,57,5,102.81,861.83,USD
2026-08-05,C002,CR003,2261,129,6,344.28,978.45,USD
2026-08-05,C002,CR004,1792,89,3,234.68,462.57,USD
2026-08-05,C002,CR005,1523,78,3,218.36,442.24,USD
2026-08-05,C002,CR006,1030,50,3,140.48,458.07,USD
2026-08-05,C003,CR007,19642,1187,15,24684.63,23815.18,INR
2026-08-05,C003,CR008,14278,925,11,19039.54,18027.37,INR
2026-08-05,C004,CR009,24951,339,8,398.96,1372.33,USD
2026-08-05,C004,CR010,23449,320,9,334.18,1462.66,USD
2026-08-05,C004,CR011,26241,305,5,332.95,871.85,USD
2026-08-05,C004,CR012,13716,186,3,208.22,464.78,USD
2026-08-05,C005,CR013,20156,338,18,326.16,1418.53,USD
2026-08-05,C005,CR014,8355,166,9,156.59,747.89,USD
2026-08-05,C006,CR015,272886,2753,15,26723.65,20048.05,INR
2026-08-05,C006,CR016,235433,2463,10,23074.53,13564.43,INR
2026-08-05,C006,CR017,225791,2049,12,18605.04,16120.94,INR
2026-08-05,C007,CR018,515,8,0,8.88,39.74,USD
2026-08-05,C007,CR019,336,5,0,6.56,39.60,USD
2026-08-05,C007,CR020,236,4,0,4.54,27.73,USD
2026-08-05,C008,CR021,4149398,17697,8,64666.39,11733.64,INR
2026-08-05,C008,CR022,2692325,11666,5,40463.66,7021.10,INR
2026-08-05,C009,CR023,73892,703,4,375.95,444.52,USD
2026-08-05,C009,CR024,57931,476,3,280.93,331.83,USD
2026-08-05,C010,CR025,5720,31,2,362.61,1079.44,USD
2026-08-05,C010,CR026,4025,22,2,293.94,1020.91,USD
2026-08-05,C010,CR027,3489,18,2,242.96,1118.23,USD
2026-08-05,C011,CR028,6608,23,0,215.55,0.00,USD
2026-08-05,C011,CR029,4976,19,0,170.49,0.00,USD
2026-08-06,C001,CR001,746,88,7,152.68,1199.69,USD
2026-08-06,C001,CR002,384,46,4,81.88,686.51,USD
2026-08-06,C002,CR003,2139,120,4,301.02,605.23,USD
2026-08-06,C002,CR004,1736,90,3,231.32,424.14,USD
2026-08-06,C002,CR005,1806,89,4,228.88,615.90,USD
2026-08-06,C002,CR006,1241,61,3,152.74,430.36,USD
2026-08-06,C003,CR007,14103,910,13,21737.37,22348.74,INR
2026-08-06,C003,CR008,11828,777,13,18203.49,20189.93,INR
2026-08-06,C004,CR009,33151,386,11,394.36,1759.12,USD
2026-08-06,C004,CR010,29219,350,8,382.63,1218.95,USD
2026-08-06,C004,CR011,19894,255,5,289.40,866.91,USD
2026-08-06,C004,CR012,18523,213,5,254.67,874.85,USD
2026-08-06,C005,CR013,19284,331,24,314.98,1820.26,USD
2026-08-06,C005,CR014,10393,204,12,172.03,917.95,USD
2026-08-06,C006,CR015,389480,3778,22,32076.04,28028.04,INR
2026-08-06,C006,CR016,271890,2387,14,23081.48,18308.27,INR
2026-08-06,C006,CR017,262530,2544,15,22339.49,18809.82,INR
2026-08-06,C008,CR021,3422426,15020,6,56979.74,8903.38,INR
2026-08-06,C008,CR022,2889394,13479,5,45644.75,6918.54,INR
2026-08-06,C009,CR023,74249,661,4,371.92,458.92,USD
2026-08-06,C009,CR024,56614,513,3,275.15,340.45,USD
2026-08-06,C010,CR025,5525,31,2,398.17,993.50,USD
2026-08-06,C010,CR026,4715,24,2,278.97,1047.81,USD
2026-08-06,C010,CR027,3060,17,2,228.77,966.52,USD
2026-08-06,C011,CR028,5698,22,0,204.35,0.00,USD
2026-08-06,C011,CR029,4812,18,0,165.86,0.00,USD
2026-08-07,C001,CR001,724,89,8,152.13,1216.27,USD
2026-08-07,C001,CR002,452,48,3,89.90,484.80,USD
2026-08-07,C002,CR003,2127,121,4,319.81,566.03,USD
2026-08-07,C002,CR004,1565,75,3,209.74,483.30,USD
2026-08-07,C002,CR005,1634,90,4,231.24,582.73,USD
2026-08-07,C002,CR006,944,50,2,138.90,300.49,USD
2026-08-07,C003,CR007,17673,1083,18,23452.38,28925.80,INR
2026-08-07,C003,CR008,15413,895,13,19510.84,22148.02,INR
2026-08-07,C004,CR009,29637,388,10,440.14,1658.08,USD
2026-08-07,C004,CR010,22536,311,6,361.52,994.38,USD
2026-08-07,C004,CR011,24810,319,7,346.73,1137.01,USD
2026-08-07,C004,CR012,17418,233,5,245.30,768.42,USD
2026-08-07,C005,CR013,17644,321,19,309.50,1535.14,USD
2026-08-07,C005,CR014,11956,198,16,183.98,1197.59,USD
2026-08-07,C005,CR999,6389,115,6,105.80,546.00,USD
2026-08-07,C006,CR015,349565,3251,17,31697.94,23789.95,INR
2026-08-07,C006,CR016,282629,2569,12,24463.44,16319.46,INR
2026-08-07,C006,CR017,221458,2244,13,21685.46,18183.31,INR
2026-08-07,C008,CR021,3803446,17582,8,58637.87,10519.67,INR
2026-08-07,C008,CR022,2797243,11766,4,43031.20,5241.92,INR
2026-08-07,C009,CR023,64629,619,3,330.99,379.52,USD
2026-08-07,C009,CR024,58381,488,3,283.83,339.05,USD
2026-08-07,C010,CR025,5141,28,3,336.55,1655.20,USD
2026-08-07,C010,CR026,3991,22,1,267.17,527.30,USD
2026-08-07,C010,CR027,2552,15,1,186.59,506.54,USD
2026-08-07,C011,CR028,6811,23,0,192.18,0.00,USD
2026-08-07,C011,CR029,3469,12,0,119.72,0.00,USD
2026-08-08,C001,CR001,596,66,5,130.07,814.38,USD
2026-08-08,C001,CR002,299,38,4,74.68,703.45,USD
2026-08-08,C002,CR003,1877,97,4,272.77,626.22,USD
2026-08-08,C002,CR004,1443,83,4,222.75,561.12,USD
2026-08-08,C002,CR005,1158,66,3,180.66,482.42,USD
2026-08-08,C002,CR006,964,51,1,131.12,159.21,USD
2026-08-08,C003,CR007,18234,1101,14,23354.78,24103.14,INR
2026-08-08,C003,CR008,12552,700,11,15621.56,18452.60,INR
2026-08-08,C004,CR009,30924,368,7,,1203.90,USD
2026-08-08,C004,CR010,31140,372,10,391.22,1694.66,USD
2026-08-08,C004,CR011,23460,282,6,326.28,932.67,USD
2026-08-08,C004,CR012,16851,228,4,238.57,709.90,USD
2026-08-08,C005,CR013,21049,393,27,364.37,2122.28,USD
2026-08-08,C005,CR014,12161,199,11,180.47,874.00,USD
2026-08-08,C006,CR015,394232,3439,20,31366.21,27500.12,INR
2026-08-08,C006,CR016,329599,3190,17,28553.21,23313.11,INR
2026-08-08,C006,CR017,241881,2368,13,22209.61,17592.69,INR
2026-08-08,C008,CR021,4046472,16851,7,59945.72,9497.63,INR
2026-08-08,C008,CR022,3406283,13683,5,48741.26,6731.09,INR
2026-08-08,C009,CR023,92608,760,4,387.78,495.60,USD
2026-08-08,C009,CR024,56990,546,2,305.70,218.77,USD
2026-08-08,C010,CR025,1354,8,0,105.84,0.00,USD
2026-08-08,C010,CR026,1201,7,1,83.65,532.86,USD
2026-08-08,C010,CR027,1003,6,1,68.81,535.69,USD
2026-08-08,C011,CR028,1688,6,0,60.06,0.00,USD
2026-08-08,C011,CR029,1465,5,0,45.91,0.00,USD
2026-08-09,C001,CR001,546,63,6,115.74,1015.72,USD
2026-08-09,C001,CR002,440,48,5,84.09,767.06,USD
2026-08-09,C002,CR003,2456,118,5,288.46,722.34,USD
2026-08-09,C002,CR004,1359,74,3,187.75,,USD
2026-08-09,C002,CR005,1607,80,4,191.94,607.79,USD
2026-08-09,C002,CR006,790,42,1,111.69,144.74,USD
2026-08-09,C003,CR007,17121,995,18,22663.91,29381.19,INR
2026-08-09,C003,CR008,14845,848,12,18520.13,19544.21,INR
2026-08-09,C004,CR009,27949,383,9,424.34,1457.97,USD
2026-08-09,C004,CR010,30340,353,8,415.78,1292.13,USD
2026-08-09,C004,CR011,21812,263,6,300.09,960.96,USD
2026-08-09,C004,CR012,20105,234,6,243.12,956.76,USD
2026-08-09,C005,CR013,17142,317,21,293.50,1542.46,USD
2026-08-09,C005,CR014,11332,189,15,165.73,1241.86,USD
2026-08-09,C006,CR015,437921,3813,16,35595.44,23269.63,INR
2026-08-09,C006,CR016,321563,3326,13,28431.12,17510.67,INR
2026-08-09,C006,CR017,273995,2548,13,23305.06,16863.39,INR
2026-08-09,C010,CR025,1382,7,1,93.16,487.11,USD
2026-08-09,C010,CR026,1124,6,0,76.69,0.00,USD
2026-08-09,C010,CR027,886,5,1,63.29,499.59,USD
2026-08-09,C011,CR028,1992,7,0,59.99,0.00,USD
